Date,Quarter,USCPI_UrbanB8284,USCPI_UrbanB67,USCPI_FoodBev,USCPI_Housing,USCPI_Transportation,US_Total_Employment,Federal funds effective rate,Prime Rate,13Mos_Libor_USD,Total Consumer Debt,Total Consumer Revolving Debt,Total Consumer Non-Revolving Debt,US GDP Y:     Gross domestic product,US GDP C: Personal consumption expenditures,US GDP C:   Goods,US GDP C:     Durable goods,US GDP C:     Nondurable goods,US GDP C:   Services,US GDP I: Gross private domestic investment,US GDP I:   Fixed investment,US GDP I:     Nonresidential,US GDP I:       Structures,US GDP I:       Equipment,US GDP I:       Intellectual property products,US GDP I:     Residential,US GDP I:   Change in private inventories,US GDP X: Net exports of goods and services,US GDP X:   Exports,US GDP X:     Goods,US GDP X:     Services,US GDP M:   Imports,US GDP M:     Goods,US GDP M:     Services,US GDP G: Government consumption expenditures and gross investment,US GDP G:   Federal,US GDP G:     National defense,US GDP G:     Nondefense,US GDP G:   State and local,US GDP Res: Residual,SP500,SP500 CHANGE,SP500 AVG DAILY CHANGE,SP500 DAILY GAP,SP500 DAILY NON-GAP CHANGE,SP500 AVG DAILY INTRA DAY VOLATILITY,SP500 QTRLY RETURN,SP500 QTRLY AVG VOLUME,US_HousingPrices_Base80,LoanDel_AllRE,LoanDel_AllCons,LoanDel_Leases,LoanDel_C&I,LoanDel_Agr,LoanDel_All,LoanChargOff_AllRE,LoanChargOff_AllCons,LoanChargOff_Leases,LoanChargOff_C&I,LoanChargOff_Agr,LoanChargOff_All,FX_USCAD,US_TotalReserves,US_MonetaryBase,Ttl_Loans_atFincos,Cons_Loans_atFincos,RE_Loans_atFincos,Biz_Loans_atFincos,All_Mtgs,Res_Mtgs,Murb_Mtgs,Ind_Mtgs,Farm_Mtgs,Ttl_ConsCrd,Ttl_Cons_Rvlving,Ttl_Cons_NonRvlving,Stud_Loans,Auto_Loans,Ttl_IndCapUtil,OECD_USBCI,OECD_USCLI,OECD_USCCI,US_NonfarmEmployees,US_CivilianLaborForce,US_LaborParticipation,US_Employed,US_Employment Ratio,US_FTEmployed,US_PTEmployed,US_UnemploymentLevel,US_UnemploymentRate,US_AverageWeeksUnempl,US_MedianWeeksUnempl,US_NewEntrantsUnempl,US_NotInLaborForce,US_NotInLaborForceSearching,US_NotInLaborForceDiscouraged,Weekly_Med_Earnings_CurDol,Weekly_Med_Earnings_CnstDol,LabProd_Q2Qchange,Unit Lab Cost Q2Q Chg,Real Hrly Comp Q2Q Chg,Nonfarm Lab Productivity Q2Q Chg,Nonfarm Unit Labor Cost Q2Q Change,Nonfarm Hourly Comp Q2Q Change,Import/Export Price All Commodities,Import/Export Price Index Fuels,Import/Export Price Index (ex fuels),Import/Export Price Index,Personal Saving % of Income,Personal Income Real (2012),Per Capita Personal Income (2012),US Population
12/31/1995,1995Q4,153.5,459.9,150.3,149.7,139.1,118323,5.6,8.65,5.625,1140744.36,443920.09,696824.27,10737478,6993144,,,,,1542785,,,,,,,,,1013737,,,1130558,,,2390687,,,,,-90057,,,,,,,,,192.35,2.73 ,3.30 ,1.02 ,2.07 ,2.57 ,2.47 ,0.11 ,1.99 ,0.15 ,0.27 ,0.21 ,0.54 ,1.3693,20455,445840,689527,285844.04,72443,331239.96,4520670.542,3445671.323,273850.905,729443.5242,71704.79,1168159.8,464947.47,703212.33,,367069,74.5795,98.45179,1995Q4,100.2454,118323,132511,66.4,125088,62.7,102226,22917,7423,5.6,16.3,8.3,582,66997,1619,425,484,315,2.8,0.7,1.5,2.3,1,1.3,101,59.8,,123.5,6.1,7807.8,29128,268047
3/31/1996,1996Q1,155.7,466.5,152.1,151.7,141.2,119000,5.31,8.25,5.47266,1171684.26,461591.95,710092.31,10817896,7057641,,,,,1567560,,,,,,,,,1025937,,,1167309,,,2406456,,,,,-74780,,,,,,,,,192.69,2.69 ,3.34 ,1.05 ,2.06 ,2.87 ,2.43 ,0.17 ,2.14 ,0.19 ,0.31 ,0.31 ,0.62 ,1.3656,18495,440455,695695,287684.78,74250,333760.22,4592018.163,3508201.489,274710.8886,736728.5359,72377.25,1162207.44,456187.59,706019.86,,370159,76.2384,98.74979,1996Q1,100.2856,119000,133180,66.6,125862,63,102530,23222,7318,5.5,17.3,8.3,567,66741,1584,451,489,315,3.1,1.2,1.2,2.7,1.9,1.4,101.6,67.1,,122.3,6.6,7904.5,29415,268724
6/30/1996,1996Q2,156.7,469.5,153.1,152.7,144,119772,5.27,8.25,5.58203,1200950.02,474262.36,726687.65,10998322,7133566,,,,,1642882,,,,,,,,,1042609,,,1193433,,,2436429,,,,,-98534,,,,,,,,,193.55,2.67 ,3.49 ,1.31 ,2.06 ,3.11 ,2.47 ,0.10 ,2.26 ,0.23 ,0.28 ,0.30 ,0.59 ,1.3658,16630,446423,749057.03,303932.73,103808.49,341315.81,4664883.071,3567777.51,277944.9375,746112.5132,73048.11,1196579.24,471728.68,724850.56,,383448.37,79.0027,99.57813,1996Q2,100.311,119772,133697,66.7,126602,63.2,103372,23276,7095,5.3,17.6,8.3,595,66762,1684,414,486,311,4.4,-0.5,0.5,3.8,-0.2,0.2,100.7,65.9,,120.3,7.1,8004.7,29699,269527
9/30/1996,1996Q3,157.8,472.7,155,153.9,143.2,120421,5.3,8.25,5.625,1225271.76,486284.81,738986.95,11096976,7176754,,,,,1717510,,,,,,,,,1051035,,,1232127,,,2436413,,,,,-129475,,,,,,,,,195.06,2.61 ,3.62 ,1.05 ,2.01 ,2.96 ,2.43 ,0.09 ,2.33 ,0.41 ,0.23 ,0.29 ,0.58 ,1.3694,13734,451954,752270.11,310633.46,109647.72,331988.93,4733258.071,3632671.45,280373.3233,746486.5175,73726.78,1229846.67,484730.33,745116.34,,394361.07,80.2778,99.57276,1996Q3,100.3959,120421,134515,66.9,127536,63.4,104307,23242,6979,5.2,16.8,8.5,558,66546,1518,391,488,310,1.5,2.2,1.6,1.5,1.6,1,101.8,73.3,,119.9,6.7,8023.1,29668,270433
12/31/1996,1996Q4,158.6,475,156.6,154,145.2,121148,5.29,8.25,5.5625,1253437.09,507516.57,745920.52,11212205,7233918,,,,,1715245,,,,,,,,,1116555,,,1256429,,,2453226,,,,,-95113,,,,,,,,,196.68,2.54 ,3.69 ,1.00 ,1.95 ,3.04 ,2.40 ,0.05 ,2.41 ,0.22 ,0.20 ,0.22 ,0.57 ,1.3622,13332,464955,773101.96,315926.58,114773.23,342402.16,4801234.566,3681925.27,286109.6134,758796.223,74403.46,1273877.94,524416.77,749461.16,,397690.37,79.0905,100.1194,1996Q4,100.3513,121148,135113,67,127860,63.4,104671,23231,7253,5.4,15.6,7.8,613,66523,1463,334,499,315,0.6,1.7,-1,0.3,2,-0.9,102.5,80.4,,118.8,6.4,8072,29759,271243
3/31/1997,1997Q1,160,479.3,157.1,155.9,144.9,121999,5.39,8.3,0,1264146.34,511956.09,752190.25,11284587,7310170,,,,,1749879,,,,,,,,,1137768,,,1310096,,,2440476,,,,,-80851,,,,,,,,,198.33,2.45 ,3.75 ,1.06 ,1.90 ,2.83 ,2.37 ,0.09 ,2.56 ,0.29 ,0.21 ,0.20 ,0.63 ,1.3725,11481,462300,823701.21,321671.1,160775.52,341254.59,4855516.049,3727552.72,286380.4162,766171.5925,75411.32,1254175.47,505699.11,748476.36,,392004.91,81.6861,100.1228,1997Q1,100.564,121999,135891,67.1,128891,63.6,105479,23358,7000,5.2,15.5,7.9,616,66622,1471,356,504,316,-0.8,5.2,2.1,-0.9,5.6,2.4,100,67.8,,115.6,6.4,8156.2,29991,271952
6/30/1997,1997Q2,160.3,480.2,157.1,156.9,144,122818,5.56,8.5,5.89844,1282858.52,515566.18,767292.34,11472137,7343080,,,,,1856956,,,,,,,,,1183253,,,1354068,,,2472101,,,,,-173801,,,,,,,,,201.06,2.35 ,3.76 ,1.13 ,1.81 ,2.61 ,2.31 ,0.06 ,2.76 ,0.26 ,0.23 ,0.19 ,0.65 ,1.3843,10312,469816,832737.16,335809.06,160642.14,336285.96,4931803.144,3782126.48,290412.7837,782832.76,76431.12,1278037.61,513921.78,764115.83,,403799.95,83.3743,100.5457,1997Q2,100.9997,122818,136211,67.1,129412,63.7,106430,23030,6799,5,15.5,8,544,66789,1428,353,499,311,6.5,-2.5,2.7,6.1,-2.2,2.7,98.8,62.3,,113.9,6.6,8224.5,30152,272767
9/30/1997,1997Q3,161.2,483,158.4,157.7,144.3,123598,5.54,8.5,5.76953,1301634.97,528722.4,772912.57,11615636,7468188,,,,,1882955,,,,,,,,,1210660,,,1403959,,,2483546,,,,,-121806,954.5,,,,,,,,203.66,2.27 ,3.71 ,1.13 ,1.72 ,2.55 ,2.25 ,0.06 ,2.78 ,0.19 ,0.35 ,0.15 ,0.66 ,1.3872,9744,475441,862749.29,339973.22,183410.11,339365.96,5044165.49,3874728.81,292592.9992,799382.6809,77461,1305804.85,527696.19,778108.66,,413963.98,86.0042,100.4867,1997Q3,101.0822,123598,136675,67.1,130019,63.9,107065,22949,6656,4.9,15.9,8.2,554,66895,1363,328,499,310,3.9,0.9,2.9,3.4,0.7,2.3,98.4,63.6,,111.9,6.2,8320.2,30399,273703
12/31/1997,1997Q4,161.3,483.2,159.1,157.7,143.2,124559,5.5,8.5,5.8125,1324757.33,540005.56,784751.77,11715393,7557449,,,,,1911048,,,,,,,,,1208974,,,1434248,,,2496010,,,,,-127620,979.25,0.02593,0.000605,0.001906,-0.001302,0.020426,0.02593,9.806875,206.7,2.25 ,3.75 ,1.17 ,1.70 ,2.60 ,2.26 ,0.05 ,2.68 ,0.37 ,0.27 ,0.17 ,0.61 ,1.4271,10666,493078,863858.63,350397.35,161782.43,351678.85,5114022.536,3916510.51,298013.0243,821006.5113,78492.49,1344164.79,555532.87,788631.92,,423205.82,86.1603,100.2974,1997Q4,100.9938,124559,137155,67.2,130679,64,107292,23457,6476,4.7,15.9,7.5,537,66943,1453,345,511,316,2.3,5.6,5.8,2,5.3,5.2,97.2,61.3,,110,6.4,8463.9,30834,274499
3/31/1998,1998Q1,162.2,485.8,160.1,159.2,141.4,125174,5.49,8.5,5.71094,1332903.44,541447.51,791455.93,11832486,7633895,,,,,1994375,,,,,,,,,1214634,,,1488026,,,2487078,,,,,-165675,1110.5,0.134031,0.002107,-0.000136,0.002245,0.014083,0.134031,11.465246,208.57,2.20 ,3.74 ,1.10 ,1.81 ,2.57 ,2.25 ,0.07 ,2.64 ,0.29 ,0.34 ,0.16 ,0.64 ,1.4166,10170,491007,867550.34,346672.86,164991.7,355885.78,5205291.783,3986110.06,305368.7934,834168.1896,79644.74,1324042.6,535466.98,788575.62,,422978.04,87.7146,99.87468,1998Q1,101.204,125174,137236,67.1,130814,64,107523,23352,6422,4.7,14.5,6.8,556,67311,1426,343,521,322,2.2,4.4,6,2.3,4.5,6.1,94.1,48.1,,107.5,7.5,8641.5,31404,275175
6/30/1998,1998Q2,163,488.2,160.6,160.6,141.7,126079,5.56,8.5,5.71875,1373942.33,561550.45,812391.87,11942032,7768323,,,,,1982058,,,,,,,,,1201227,,,1522131,,,2530606,,,,,-74517,1143,0.029266,0.000508,0.000567,-0.000059,0.014464,0.029266,13.271905,211.47,2.13 ,3.77 ,1.01 ,1.73 ,2.68 ,2.20 ,0.04 ,2.64 ,0.28 ,0.35 ,0.16 ,0.64 ,1.4655,9674,498108,886749.36,358187.59,168066.4,360495.37,5323277.905,4076856.62,312658.417,852974.7981,80788.07,1367744.02,559889.4,807854.61,,433806.87,88.2789,99.25793,1998Q2,101.1358,126079,137455,67,131244,64,107747,23568,6212,4.5,14.1,6.9,553,67630,1213,311,515,316,1.8,3.1,3.8,2.3,2.9,4.1,93.1,46.6,,105.8,6.8,8753.5,31718,275976
9/30/1998,1998Q3,163.6,490.1,161.5,161.5,140.7,126767,5.51,8.49,5.3125,1397289.73,568615.69,828674.04,12091614,7869624,,,,,2033015,,,,,,,,,1195642,,,1542697,,,2549668,,,,,-84879,1026,-0.102362,-0.001475,0.00012,-0.001591,0.02505,-0.102362,17.607656,213.97,2.11 ,3.76 ,1.07 ,1.77 ,2.88 ,2.19 ,0.05 ,2.57 ,0.30 ,0.41 ,0.23 ,0.69 ,1.5218,9291,508591,904141.1,369486.82,180049.87,354604.42,5446266.561,4168504.88,321177.6114,874639.8695,81944.2,1400717.53,567097.07,833620.46,,449032.62,89.4731,99.03977,1998Q3,100.8423,126767,138286,67.2,131986,64.2,108616,23314,6300,4.6,14.4,6.7,469,67413,1377,317,520,318,5.8,0.7,4.7,5.5,1.1,4.8,92.2,46.4,,104.4,6.4,8823.3,31869,276859
12/31/1998,1998Q4,163.9,491,162.7,161.3,140.7,127608,4.68,7.75,5.06563,1420996.44,581414.78,839581.66,12287000,7983316,,,,,2095760,,,,,,,,,1239885,,,1592678,,,2564713,,,,,-87483,1245.5,0.213938,0.003131,0.000026,0.003105,0.021878,0.213938,19.822813,216.23,2.07 ,3.72 ,1.11 ,1.87 ,2.81 ,2.20 ,0.05 ,2.49 ,0.24 ,0.44 ,0.34 ,0.62 ,1.5433,9025,526435,956636.74,377026.34,189689.84,389920.55,5603206.821,4275838.52,334476.0369,909792.7737,83099.49,1441271.55,597659.55,843612,,461638.44,89.1134,98.99483,1998Q4,101.0573,127608,138634,67.2,132602,64.3,109513,23181,6032,4.4,14,6.8,488,67635,1196,358,541,330,3.4,-0.7,1,3.2,-0.8,0.7,91,38.9,,104.5,5.8,8889.9,32017,277658
3/31/1999,1999Q1,165,494.4,163.7,162.8,140.6,128242,4.81,7.75,5,1450878.82,585157.22,865721.6,12403293,8060776,,,,,2153308,,,,,,,,,1238297,,,1633882,,,2582150,,,,,-115397,1293.25,0.038338,0.000702,-0.000171,0.000876,0.020615,0.038338,30.348852,219.13,1.97 ,3.78 ,1.23 ,1.97 ,3.19 ,2.19 ,0.07 ,2.43 ,0.31 ,0.51 ,0.31 ,0.63 ,1.5176,8825,531013,982728.48,381845.61,194653.71,406229.16,5728718.649,4365807.93,344256.5856,934541.2129,84112.92,1442398.17,579336.39,863061.78,,472460.16,91.558,99.79055,1999Q1,101.3482,128242,138730,67,132947,64.2,109798,23188,5783,4.2,13.4,6.8,435,68306,1245,295,538,327,6,2.1,6.7,5.3,1.8,5.8,91.5,43.9,,103.5,5.9,8962.3,32201,278324
6/30/1999,1999Q2,166.2,497.9,164.1,164.1,143.4,129089,4.76,7.75,5.3675,1479315.32,594610.74,884704.58,12498694,8178302,,,,,2154652,,,,,,,,,1250066,,,1680016,,,2591864,,,,,-46216,1381.7,0.068394,0.001111,-0.000324,0.001436,0.018131,0.068394,35.478095,222.23,1.93 ,3.62 ,1.32 ,2.00 ,3.18 ,2.17 ,0.07 ,2.11 ,0.32 ,0.54 ,0.37 ,0.58 ,1.4695,8469,544016,1016977.98,397369.78,203128.15,416480.04,5867504.439,4474350.78,350701.4653,957316.144,85136.05,1471580.94,593009.5,878571.44,,489518.42,92.9053,100.2877,1999Q2,101.3622,129089,139329,67.1,133378,64.2,110370,23065,5951,4.3,14.3,6.3,440,68304,1228,220,543,327,1,0.5,-1.5,1,0.6,-1.4,92.9,55.3,,102.1,4.8,8992.5,32214,279148
9/30/1999,1999Q3,167.9,502.9,165.1,165.2,146.5,129796,5.22,8.25,6.08375,1511059.26,606886.56,904172.7,12662385,8270609,,,,,2213773,,,,,,,,,1286473,,,1741984,,,2623303,,,,,-52185,1298.2,-0.060433,-0.00092,0.000102,-0.00102,0.01661,-0.060433,42.425156,224.53,1.97 ,3.55 ,1.36 ,2.06 ,2.86 ,2.21 ,0.08 ,2.26 ,0.29 ,0.56 ,0.32 ,0.58 ,1.4771,7649,556828,1048527.37,410375.37,214225.84,423926.15,6068602.49,4606366.18,361316.1118,1014748.688,86171.51,1511894.55,604129.23,907765.32,,505679.5,92.9902,100.6744,1999Q3,101.4315,129796,139622,67,133707,64.2,110374,23277,5915,4.2,13.1,6,507,68642,1172,289,546,327,3.7,-0.2,0.5,3.8,-0.2,0.5,95.8,74.8,,101.4,4.2,9037.4,32270,280053
12/31/1999,1999Q4,168.3,504.1,165.9,164.8,148.3,130789,5.3,8.5,6.00375,1531105.96,610696.47,920409.49,12877593,8391791,,,,,2273095,,,,,,,,,1318222,,,1784003,,,2664249,,,,,-104973,1484.25,0.143314,0.002163,-0.000004,0.002155,0.016223,0.143314,45.210781,228.82,1.79 ,3.51 ,1.32 ,1.99 ,2.66 ,2.05 ,0.08 ,2.18 ,0.26 ,0.57 ,0.28 ,0.62 ,1.4722,5260,612499,1091221.57,418351.44,223303.44,449566.69,6209536.413,4701179.795,375156.3575,1045993.9,87206.36,1553622.02,627467.27,926154.75,,511020.94,93.4364,100.905,1999Q4,101.6952,130789,140177,67.1,134523,64.4,111820,22949,5653,4,12.9,5.8,429,68655,1142,267,568,337,6,1.6,4.4,6.4,1.9,5.1,97.4,83.5,,101,4.4,9234.7,32882,280846
3/31/2000,2000Q1,171.2,512.8,167.1,167.8,153.4,131605,5.85,8.83,6.29,1561450.69,622510.97,938939.72,12924179,8520710,,,,,2257109,,,,,,,,,1337203,,,1853884,,,2645393,,,,,-3732,1515.25,0.020886,0.000446,0.000329,0.000128,0.023162,0.020886,59.369048,232.54,1.82 ,3.47 ,1.32 ,2.11 ,2.56 ,2.08 ,0.09 ,2.28 ,0.30 ,0.61 ,0.22 ,0.59 ,1.4608,6517,577105,1136201.21,423323.75,228413,484464.46,6313629.472,4772403.692,381965.3658,1072671.875,86588.539,1553765,616812.49,936952.51,,521215.44,95.6618,100.3908,2000Q1,101.8381,131605,142434,67.3,136701,64.6,113490,23266,5733,4,12.7,6,429,69338,1219,258,573,337,-0.1,14.9,10.2,-0.5,15.6,10.5,99.9,97.2,,100.5,4.5,9366.5,33270,281531
6/30/2000,2000Q2,172.4,516.5,167.9,169.6,155.7,132081,6.53,9.5,6.76938,1609548.04,639158.55,970389.49,13160842,8603007,,,,,2390733,,,,,,,,,1375203,,,1911437,,,2671254,,,,,-91503,1468,-0.031183,-0.000373,0.000058,-0.000438,0.022262,-0.031183,67.276825,236.77,1.81 ,3.53 ,1.70 ,2.24 ,2.48 ,2.14 ,0.09 ,2.12 ,0.31 ,0.70 ,0.19 ,0.61 ,1.477,6608,581960,1186387.72,440928,242995.04,502464.68,6475713.609,4896597.164,390385.6448,1102758.85,85971.95,1601771.29,636948.85,964822.44,,546784.59,97.7599,99.78779,2000Q2,101.8587,132081,142591,67.1,136940,64.5,114057,22834,5651,4,12.3,5.7,427,69876,1142,309,569,332,8.6,-6.7,-1.8,8.2,-6.8,-2.2,100.2,101.3,,100,4.9,9469.6,33551,282247
9/30/2000,2000Q3,173.7,520.3,169.4,171.4,154.7,132383,6.52,9.5,6.81125,1669000.81,661996.81,1007004,13178419,8687485,,,,,2367274,,,,,,,,,1408783,,,1978137,,,2659687,,,,,-53993,1453.75,-0.009707,-0.000119,-0.000044,-0.000075,0.013891,-0.009707,63.850317,240.42,1.88 ,3.56 ,1.66 ,2.33 ,2.46 ,2.20 ,0.08 ,2.18 ,0.31 ,0.74 ,0.30 ,0.61 ,1.4864,6859,583752,1224585.84,466632.9,256879.14,501073.79,6626275.99,5020705.555,395706.9359,1124515.477,85348.022,1667073,657911.48,1009161.52,,565916.43,97.1965,99.26304,2000Q3,101.691,132383,142518,66.9,136893,64.2,113986,22839,5625,3.9,12.2,5.2,415,70645,1166,253,574,331,-0.2,8.3,4.1,-0.3,8.3,4.1,101.6,111.3,,99.7,4.5,9569.8,33811,283033
12/31/2000,2000Q4,174,521.1,170.5,171.9,154.4,132727,6.4,9.5,6.39875,1716969.72,682646.37,1034323.35,13260506,8762205,,,,,2371809,,,,,,,,,1396844,,,1977750,,,2675695,,,,,-50593,1335,-0.081685,-0.001216,-0.000618,-0.000598,0.022529,-0.081685,79.836667,246.35,1.96 ,3.63 ,1.81 ,2.52 ,2.55 ,2.34 ,0.10 ,2.63 ,0.29 ,0.92 ,0.36 ,0.79 ,1.5219,6920,598305,1283146.67,495908.16,264514.34,522724.18,6766589.867,5124976.076,404486.5632,1152403.007,84724.221,1741266.87,702246.7,1039020.17,,581221.08,94.7582,98.15778,2000Q4,101.2019,132727,143248,67,137614,64.4,114289,23633,5634,3.9,12.5,6,490,70488,1125,269,585,336,5,-2.1,0,4.4,-2.1,-0.5,100.5,106.1,,98.9,4.2,9595.3,33816,283748
3/31/2001,2001Q1,176.2,528,172.2,175.4,153.9,132748,5.31,8.32,4.87875,1760541.84,702560.77,1057981.07,13222690,8797280,,,,,2264202,,,,,,,,,1376171,,,1946136,,,2716773,,,,,59976,1169.25,-0.124157,-0.002011,0.000176,-0.002192,0.022021,-0.124157,106.946452,250.48,2.04 ,3.63 ,1.85 ,2.65 ,2.58 ,2.42 ,0.13 ,2.41 ,0.58 ,1.06 ,0.62 ,0.76 ,1.5587,6584,599106,1305343.86,507303.15,274321.4,523719.31,6850361.589,5221818.172,409263.4519,1133614.949,85665.016,1749724.36,694173.14,1055551.22,,590387.48,94.6384,97.63325,2001Q1,100.7735,132748,143924,67.2,137783,64.3,114617,23273,6141,4.3,12.8,6.6,378,70381,1109,349,589,335,-1.8,11.7,5.6,-1.7,11.4,5.4,98.3,91.1,,98.7,5.3,9697.2,34100,284380
6/30/2001,2001Q2,178,533.3,173.4,177.3,158.3,132307,3.97,6.98,3.83625,1792368.09,712002.55,1080365.55,13299984,8818079,,,,,2267433,,,,,,,,,1330818,,,1886626,,,2764085,,,,,8918,1231.75,0.053453,0.000917,0.000316,0.000596,0.020658,0.053453,126.702381,254.36,2.17 ,3.68 ,1.99 ,2.94 ,2.58 ,2.55 ,0.14 ,2.60 ,0.57 ,1.24 ,0.43 ,0.86 ,1.5245,6930,609096,1354003.16,525218.47,291288.79,537495.91,7057033.919,5393892.78,420599.3623,1155924.844,86616.933,1784249.21,709029.18,1075220.03,,610163.91,94.4417,98.07323,2001Q2,100.672,132307,143357,66.7,136873,63.7,113850,22990,6484,4.5,12.7,6,467,71592,1170,294,592,333,7,-4.9,-1.2,7.4,-5.5,-1.5,97.6,90.9,,97.7,4.5,9648.4,33845,285076
9/30/2001,2001Q3,178.3,534,174.6,177.4,155.5,131803,3.07,6.28,2.59,1814252.38,707262.63,1106989.75,13244784,8848300,,,,,2218370,,,,,,,,,1265968,,,1848983,,,2761354,,,,,46467,1043.75,-0.152628,-0.002653,-0.000027,-0.002621,0.020103,-0.152628,150.859153,257.51,2.17 ,3.72 ,2.24 ,3.26 ,2.77 ,2.72 ,0.30 ,2.78 ,0.72 ,1.43 ,0.95 ,0.98 ,1.5679,25630,647223,1363535.67,539689.26,301104.4,522742.01,7264351.858,5553552.282,429992.479,1193228.501,87578.596,1814351.47,705032.91,1109318.55,,634387.55,92.7637,98.40442,2001Q3,99.98629,131803,143989,66.8,136846,63.5,113165,23654,7142,5,13.2,7.2,473,71676,1335,285,596,335,1.6,-0.9,-0.4,1.6,-1.1,-0.6,95.9,86.1,,96.8,7,9886.2,34586,285842
12/31/2001,2001Q4,176.7,529.2,175.2,176.9,148.5,131001,1.82,4.84,1.88125,1867852.87,714840.73,1153012.14,13280859,8980610,,,,,2108500,,,,,,,,,1225899,,,1823051,,,2806951,,,,,99813,1149.2,0.10103,0.001566,-0.00029,0.001855,0.018325,0.10103,180.909688,261.21,2.16 ,3.64 ,2.36 ,3.48 ,2.59 ,2.74 ,0.19 ,3.08 ,0.87 ,1.78 ,0.32 ,1.12 ,1.5788,9046,650775,1392508.39,567353.6,303963.12,521191.68,7450039.91,5678030.066,446090.1656,1237378.564,88541.114,1891826.84,735093.41,1156733.43,,674204.28,89.6331,98.64737,2001Q4,100.0385,131001,144305,66.7,136047,62.9,112339,23860,8258,5.7,14.5,8.2,515,72010,1330,348,606,342,5.5,-1.9,3.9,5.3,-1.4,4.2,91.4,61.6,100,96.2,4.5,9774.4,34113,286533
3/31/2002,2002Q1,178.8,535.5,176.6,179.1,150.5,130707,1.73,4.75,2.03,1894690.33,719956.04,1174734.29,13397002,9008096,2920485,806111,2148196,6097567,2170707,2189057,1492649,506929,610022,417256,675867,-7804,-623894,1252821,881010,371817,1876715,1563798,311705,2855529,946880,593373,353268,1921619,-102725,1149.25,0.000044,0.000062,-0.000197,0.000257,0.015774,0.000044,233.633333,265.65,2.10 ,3.60 ,2.38 ,3.69 ,2.49 ,2.75 ,0.17 ,3.71 ,0.76 ,1.74 ,0.40 ,1.15 ,1.5877,9106,658956,1392628.99,571134.99,297489.72,524004.28,7619520.114,5825478.842,452285.3583,1251517.593,90238.32,1883516.27,711468,1172048.27,,682285.07,92.2845,100.2206,2002Q1,100.5913,130707,144481,66.6,136177,62.8,112616,23667,8304,5.7,15.4,8.4,538,72343,1358,330,611,344,7.6,-5.6,0.2,9.1,-6.5,0.6,92.8,76.4,99.7,95.2,5.9,9975.9,34743,287131
6/30/2002,2002Q2,179.9,538.9,176.4,180.7,153.4,130692,1.75,4.75,1.86,1927180.98,732813.38,1194367.6,13478152,9054348,2928602,811170,2149663,6136968,2206375,2186656,1475817,479432,607061,421569,692633,33121,-652074,1287830,910506,377213,1939905,1631433,307335,2877458,965307,603317,361689,1924189,-91614,990,-0.138569,-0.002244,-0.000118,-0.002129,0.019087,-0.138569,334.547188,270.92,2.04 ,3.51 ,2.28 ,3.92 ,2.51 ,2.75 ,0.15 ,3.07 ,1.12 ,1.89 ,0.42 ,1.12 ,1.5318,7916,673966,1428237.79,587204.4,313516.38,527517,7847259.805,6013373.373,462629.5624,1279302.55,91954.319,1917644,729215.69,1188428.31,,692423.91,95.6268,100.2187,2002Q2,100.6081,130692,144808,66.6,136415,62.7,112388,24053,8393,5.8,16.9,11,549,72600,1380,342,605,337,1.6,2,0.4,0.5,3,0.3,94.1,85.8,99.9,95.1,6.4,10067,34978,287808
9/30/2002,2002Q3,181,542.1,176.9,181.5,154,130541,1.75,4.75,1.79,1950651.39,743326.36,1207325.03,13538072,9119949,2964792,835494,2153264,6164292,2203109,2183461,1471014,456938,612871,424550,694662,28665,-669806,1294531,916472,377921,1964336,1660761,302613,2892823,974754,607772,366639,1929774,-67866,815,-0.176768,-0.002797,-0.000294,-0.0025,0.032973,-0.176768,522.361875,274.76,1.98 ,3.49 ,2.20 ,3.88 ,2.57 ,2.69 ,0.15 ,3.10 ,1.09 ,2.24 ,0.43 ,1.13 ,1.5761,8662,680397,1450542.78,592529.85,337855.02,520157.91,8092848.149,6222398.596,469746.6571,1307014.816,93688.08,1951608.39,741401.72,1210206.67,,703209.55,95.0357,99.46844,2002Q3,100.1346,130541,145552,66.7,137302,63,113433,23906,8251,5.7,17.6,9.5,536,72554,1501,392,603,334,3.4,-1.3,-0.1,3,-1,-0.2,95.5,96.2,100.1,94.7,5.7,10032.9,34770,288554
12/31/2002,2002Q4,180.9,541.9,177.8,181.1,154.2,130490,1.24,4.25,1.38,1972112.21,750947.45,1221164.76,13559032,9172361,2976590,827872,2179060,6205501,2201749,2174296,1451217,450899,601195,422613,707157,43398,-723396,1273374,894399,379005,1996770,1679864,315834,2915130,991300,620081,370946,1934716,-82112,879,0.078528,0.001347,0.000145,0.001193,0.025813,0.078528,544.996875,278.11,1.86 ,3.45 ,2.11 ,3.87 ,2.45 ,2.57 ,0.15 ,2.77 ,1.23 ,1.32 ,0.47 ,0.91 ,1.5592,9925,699216,1496761.75,598344.33,366622.78,531794.64,8358674.89,6434379.101,486343.1318,1342529.33,95423.327,1997007.68,772122.79,1224884.89,,708794.08,91.9986,99.66053,2002Q4,99.70148,130490,145066,66.3,136426,62.4,112629,23908,8640,6,18.5,9.6,535,73675,1432,403,613,338,-0.2,1.2,-1.3,-0.2,1.3,-1.2,95.2,94.7,100,93.9,5.5,10124.4,35006,289214
